name,naics_description,naics_code,address,city,state,county,zip,phone,website,excess_food_low,excess_food_high,unique_id,data_source
Betwixt Wines,Wineries,312130,540 Barneveld Ave Ste K,San Francisco,CA,San Francisco,94124,4152542492,,19.8961205,63.817745,FMP29941,EPA 2023
Beverly Sweet LLC,Retail Bakeries,311811,240 N Beverly Dr,Beverly Hills,CA,Los Angeles,90210,3108964664,www.sweetbeverly.com,33.9437175,108.87607500000001,FMP34285,EPA 2023
"Beyond Meat, Inc.",Frozen Specialty Food Manufacturing,311412,119 Standard St,El Segundo,CA,Los Angeles,90245,8667564112,www.beyondmeat.com,10779.8025,34576.725000000006,FMP40948,EPA 2023
"Bhachu Vinyards, LLC",Wineries,312130,5272 Alhambra Valley Rd,Martinez,CA,Contra Costa,94553,9253700723,www.bhachuvineyards.com,2.880285,9.23865,FMP13083,EPA 2023
Bhatia Foods Inc.,All Other Miscellaneous Food Manufacturing,311999,969 E Stanley Blvd,Livermore,CA,Alameda,94550,9252163758,,29.8581595,95.771455,FMP33578,EPA 2023
Bhavanafit,All Other Miscellaneous Food Manufacturing,311999,2432 Driftwood Dr,Rosamond,CA,Kern,93560,6613618631,,1.8688595000000001,5.994455,FMP8924,EPA 2023
Bhl-SF LLC,Fluid Milk Manufacturing,311511,550 Battery St APT 519,San Francisco,CA,San Francisco,94111,4152480011,,29.776062500000002,95.508125,FMP33560,EPA 2023
Bialla Vineyards,Wineries,312130,2740 River Rd,Windsor,CA,Sonoma,95492,7075279422,,27.4648385,88.09476500000001,FMP32990,EPA 2023
"Bianchini Cellars, LLC",Wineries,312130,18590 Ponderosa Hills Rd,Volcano,CA,Amador,95689,9255488548,,8.582555,27.528950000000002,FMP20361,EPA 2023
"Bien Padre Foods, Inc.",Specialty Canning,311422,1459 Railroad St,Eureka,CA,Humboldt,95501,7074424585,www.bienpadre.com,85.695488,274.87232,FMP36683,EPA 2023
Big Apple Bakery,Retail Bakeries,311811,566 McIntosh St,Chula Vista,CA,San Diego,91910,,,4.7700000000000005,15.3,FMP16752,EPA 2023
Big Ass Fortune Cookie,Retail Bakeries,311811,4401 Atlantic Ave Ste 200,Long Beach,CA,Los Angeles,90807,7074962678,,1.0729585,3.441565,FMP4913,EPA 2023
Big Bakery LLC,Retail Bakeries,311811,17851 Valley Vista Blvd,Encino,CA,Los Angeles,91316,,,12.34317,39.591300000000004,FMP23508,EPA 2023
Big Bs Bakery,Retail Bakeries,311811,1500 Hickory Ave APT 126,Torrance,CA,Los Angeles,90503,,,0.8867430000000001,2.8442700000000003,FMP1188,EPA 2023
"Big Heart Pet Brands, Inc.",Fruit and Vegetable Canning,311421,18284 S Harlan Rd,Lathrop,CA,San Joaquin,95330,,www.bigheartpet.com,,,FMP41040,EPA 2023
"Big Heart Pet Brands, Inc.",Seafood Product Preparation and Packaging,311710,938 Barracuda St,San Pedro,CA,Los Angeles,90731,,www.bigheartpet.com,,,FMP41511,EPA 2023
"Big Island Organics, Inc.",Soft Drink Manufacturing,312111,201 N Hollywood Way # 208,Burbank,CA,Los Angeles,91505,8887776150,www.bigislandorganics.net,15.410916,49.43124,FMP26382,EPA 2023
Big Meat Jerky LLC,Meat Processed from Carcasses,311612,101 Hickey Blvd Ste A,South San Francisco,CA,San Mateo,94080,,,17.6249115,56.532735,FMP28289,EPA 2023
Big Top Bakery LLC,Retail Bakeries,311811,8561 Enterprise Way,Chino,CA,San Bernardino,91710,,,0.8867430000000001,2.8442700000000003,FMP3470,EPA 2023
"Big Vineyard Village, LLC",Wineries,312130,9378 Wilshire Blvd # 300,Beverly Hills,CA,Los Angeles,90212,,,39.067254,125.31006000000001,FMP34848,EPA 2023
"Big White House, LLC",Wineries,312130,6800 Greenville Rd,Livermore,CA,Alameda,94550,9254491976,www.bigwhitehouse.com,8.77627,28.1503,FMP20564,EPA 2023
"Bighorn Cellars, LLC",Wineries,312130,5 Financial Plz Ste 102,NAPA,CA,Napa,94558,7072246565,www.bighorncellars.com,2.2002685,7.0574650000000005,FMP10540,EPA 2023
Billoury LLC,Breweries,312120,3612 Bancroft St,San Diego,CA,San Diego,92104,6192551878,,5.656319,18.14291,FMP17659,EPA 2023
Bimbo Bakehouse LLC,Commercial Bakeries,311812,3200 Regatta Blvd Ste G,Richmond,CA,Contra Costa,94804,,www.wholesomeharvestbaking.com,,,FMP41870,EPA 2023
Bimbo Bakeries,Retail Bakeries,311811,16932 Valley View Ave,La Mirada,CA,Los Angeles,90638,,,12.34317,39.591300000000004,FMP7993,EPA 2023
Bimbo Bakeries,Retail Bakeries,311811,11240 Brockway St,El Cajon,CA,San Diego,92021,6195080490,,0.8867430000000001,2.8442700000000003,FMP771,EPA 2023
Bimbo Bakeries USA,Retail Bakeries,311811,5200 S Alameda St,Vernon,CA,Los Angeles,90058,,,15.4289625,49.489125,FMP1547,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,480 S Vale Ave,Montebello,CA,Los Angeles,90640,3237206099,www.arnoldbread.com,3.866721,12.402690000000002,FMP20383,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,901 Spiva Ave Ste B,Yuba City,CA,Sutter,95991,5107842392,www.bimbobakeriesusa.com,,,FMP39850,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,319 Huss Dr Ste 130,Chico,CA,Butte,95928,5303439232,www.arnoldbread.com,,,FMP39855,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,1020 Striker Ave Ste 180,Sacramento,CA,Sacramento,95834,2099860561,www.arnoldbread.com,,,FMP39870,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,7601 Wilbur Way,Sacramento,CA,Sacramento,95828,9166818069,www.arnoldbread.com,,,FMP39873,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,3495 Swetzer Rd,Loomis,CA,Placer,95650,9164563863,www.arnoldbread.com,,,FMP39883,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,520 Wilson Ave,Crescent City,CA,Del Norte,95531,7074647093,www.bimbobakeriesusa.com,,,FMP39891,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,1749 Reliance St,Modesto,CA,Stanislaus,95358,2095386170,www.arnoldbread.com,,,FMP39893,EPA 2023
"Bimbo Bakeries Usa, Inc",Commercial Bakeries,311812,353 Blodgett St,Cotati,CA,Sonoma,94931,,www.arnoldbread.com,,,FMP39926,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,1798 Bryant St,San Francisco,CA,San Francisco,94110,,www.arnoldbread.com,,,FMP39933,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,124 E Avenue K8,Lancaster,CA,Los Angeles,93535,,www.bimbobakeriesusa.com,,,FMP39952,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,3580 Sueldo St,San Luis Obispo,CA,San Luis Obispo,93401,8055447687,www.arnoldbread.com,,,FMP39977,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,4020 E Main St,Ventura,CA,Ventura,93003,7604898433,www.arnoldbread.com,,,FMP40035,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,385 N Sherman Ave,Corona,CA,Riverside,92882,9512809044,www.arnoldbread.com,,,FMP40040,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,9108 Adams Ave,Huntington Beach,CA,Orange,92646,7604898433,www.arnoldbread.com,,,FMP40043,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,13191 Jurupa Ave,Fontana,CA,San Bernardino,92337,7142736904,www.bimbobakeriesusa.com,,,FMP40057,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,449 W Aten Rd,Imperial,CA,Imperial,92251,,www.arnoldbread.com,,,FMP40092,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,77885 Las Montanas Rd,Palm Desert,CA,Riverside,92211,7604898433,www.arnoldbread.com,,,FMP40117,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,2825 La Mirada Dr,Vista,CA,San Diego,92081,9512365060,www.arnoldbread.com,,,FMP40148,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,9501 El Dorado Ave,Sun Valley,CA,Los Angeles,91352,8182521575,www.arnoldbread.com,,,FMP40151,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,9430 Rayo Ave,South Gate,CA,Los Angeles,90280,7608019323,www.arnoldbread.com,,,FMP40211,EPA 2023
"Bimbo Bakeries Usa, Inc",Retail Bakeries,311811,1126 E Trulew,Fullerton,CA,Orange,92831,,www.arnoldbread.com,,,FMP19068,EPA 2023
"Bimbo Bakeries Usa, Inc.",Retail Bakeries,311811,17229 Lemon St Ste E6,Hesperia,CA,San Bernardino,92345,,,0.8867430000000001,2.8442700000000003,FMP1391,EPA 2023
Binka Bites,Retail Bakeries,311811,304 Alida Way,South San Francisco,CA,San Mateo,94080,6507879010,www.binkabites.com,22.101742,70.89238,FMP31075,EPA 2023
Binz Wines LLC,Wineries,312130,19651 Camino Del Aparicio,Fiddletown,CA,Amador,95629,2092962191,www.binzwines.com,4.637129,14.87381,FMP16584,EPA 2023
Bionicos La Tropicana,Ice Cream and Frozen Dessert Manufacturing,311520,7333 Atlantic Ave,Bell,CA,Los Angeles,90201,3235601201,,3.364122,10.79058,FMP14444,EPA 2023
"Bio-Nutritional Research Group, Inc.","Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,6 Morgan Ste 100,Irvine,CA,Orange,92618,7144276990,www.powercrunch.com,1692.02606,5427.2534000000005,FMP38934,EPA 2023
"Bioray, Inc.","Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,10 Mason Ste B,Irvine,CA,Orange,92618,9493057454,www.bioray.com,68.7101275,220.39097500000003,FMP36321,EPA 2023
Biorka Cottage,Retail Bakeries,311811,1656 Happy Ln,Ojai,CA,Ventura,93023,,,1.499211,4.80879,FMP6405,EPA 2023
Bird Early Farm & Mill,Flour Milling,311211,11019 Newtown Rd,Nevada City,CA,Nevada,95959,5304700860,www.earlybirdnc.com,2.704113,8.67357,FMP12587,EPA 2023
Bird On A Branch Bakery LLC,Retail Bakeries,311811,49 Strawberry Ln,Rllng HLS Est,CA,Los Angeles,90274,,,0.8867430000000001,2.8442700000000003,FMP2752,EPA 2023
Birkholms Bakery,Retail Bakeries,311811,460 Alisal Rd,Solvang,CA,Santa Barbara,93463,8056888188,www.birkholmsbakery.com,9.783747,31.38183,FMP21438,EPA 2023
Biscomerica Corp.,Cookie and Cracker Manufacturing,311821,565 W Slover Ave,Rialto,CA,San Bernardino,92377,9098775997,www.biscomericacorp.com,1584.4199215,5082.101635,FMP38909,EPA 2023
Biscotti Bari LLC,Retail Bakeries,311811,28 Laurelwood Dr,Novato,CA,Marin,94949,4152650708,www.biscottibari.com,3.975,12.750000000000002,FMP15649,EPA 2023
Biskit Crumb Creative,Retail Bakeries,311811,158 Morton Dr,Daly City,CA,San Mateo,94015,,,15.786951,50.63739,FMP26736,EPA 2023
Bisous and Sweets LLC,Retail Bakeries,311811,10455 Magnolia Blvd # 202,North Hollywood,CA,Los Angeles,91601,,,12.34317,39.591300000000004,FMP23485,EPA 2023
Bite Food & Desserts Inc.,Retail Bakeries,311811,12148 Wilsey Way,Poway,CA,San Diego,92064,,,0.8867430000000001,2.8442700000000003,FMP887,EPA 2023
Bite My Bunz LLC,Retail Bakeries,311811,687 Mikkelsen Dr,Auburn,CA,Placer,95603,5309067995,,8.672708,27.81812,FMP20478,EPA 2023
Bitty Love LLC,Retail Bakeries,311811,4552 Jessica Dr,Los Angeles,CA,Los Angeles,90065,3107175038,,15.4289625,49.489125,FMP26473,EPA 2023
"BJ Baking, LLC",Commercial Bakeries,311812,15072 Weststate St,Westminster,CA,Orange,92683,7148940389,,26.6485325,85.476425,FMP32809,EPA 2023
Bk Bakery Corp,Retail Bakeries,311811,24205 Hawthorne Blvd A,Torrance,CA,Los Angeles,90505,,,15.4289625,49.489125,FMP26451,EPA 2023
Bk Cellars,Wineries,312130,2225 Barham Dr Ste D,Escondido,CA,San Diego,92029,7602709851,www.bkcellars.com,30.2267215,96.953635,FMP33633,EPA 2023
Bkr Bakery Inc,Retail Bakeries,311811,706 E Bay Ave,Newport Beach,CA,Orange,92661,9493656211,,20.934841,67.14949,FMP30473,EPA 2023
"Bkr Bakery, Inc",Retail Bakeries,311811,15223 Beach Blvd,Westminster,CA,Orange,92683,9492816524,,1.124077,3.6055300000000003,FMP5137,EPA 2023
"Black Brain Health, LLC",All Other Miscellaneous Food Manufacturing,311999,1395 Garden Hwy Ste 250,Sacramento,CA,Sacramento,95833,9162153253,,18.9321565,60.725785,FMP29204,EPA 2023
"Black Drop Coffee, Inc.",Coffee and Tea Manufacturing,311920,225 W Fairview Ave,San Gabriel,CA,Los Angeles,91776,3237425666,www.blackdropcoffee.com,5.209052,16.708280000000002,FMP17220,EPA 2023
Black Hand Cellars LLC,Wineries,312130,766 Main St,Cambria,CA,San Luis Obispo,93428,8059279463,www.blackhandcellars.com,2.6623225,8.539525000000001,FMP12488,EPA 2023
Black Jet Baking Company,Retail Bakeries,311811,1750 Cesar Chavez,San Francisco,CA,San Francisco,94124,,www.blackjetbakingco.com,20.9446195,67.18085500000001,FMP30491,EPA 2023
Black Point Olive Oil LLC,Fats and Oils Refining and Blending,311225,18 Wilson CT,San Rafael,CA,Marin,94901,4154571134,,2.4215965,7.767385000000001,FMP11516,EPA 2023
Black Salt LLC,Spice and Extract Manufacturing,311942,3037 N Lamer St,Burbank,CA,Los Angeles,91504,8188406850,,2.72208,8.731200000000001,FMP12645,EPA 2023
Black Stallion Winery,Wineries,312130,12001 S Highway 99,Manteca,CA,San Joaquin,95336,2098243501,www.blackstallionwinery.com,28.9579545,92.884005,FMP33358,EPA 2023
Blackball,Retail Bakeries,311811,1380 Fullerton Rd Ste 102,Rowland Heights,CA,Los Angeles,91748,,,18.514755,59.386950000000006,FMP28845,EPA 2023
Blackball,Retail Bakeries,311811,3005 Silver Creek Rd # 1,San Jose,CA,Santa Clara,95121,,,9.009814500000001,28.899405,FMP20774,EPA 2023
"Blackball Brewing Company, LLC",Breweries,312120,161 Lyndon St,Hermosa Beach,CA,Los Angeles,90254,,,1.8184035,5.8326150000000005,FMP8617,EPA 2023
Blackball Desserts,Retail Bakeries,311811,250 W Valley Blvd,San Gabriel,CA,Los Angeles,91776,6268726865,www.blackball.us,15.4289625,49.489125,FMP26456,EPA 2023
Blackball Taiwanese Desserts,Retail Bakeries,311811,13908 Brookhurst St,Garden Grove,CA,Orange,92843,,,17.445692,55.95788,FMP28112,EPA 2023
"Blackbird Vineyards, LLC",Wineries,312130,6711 Washington St,Yountville,CA,Napa,94599,7072524444,www.blackbirdvineyards.com,,,FMP42927,EPA 2023
"Blackmarket Bakery Sa, LLC",Retail Bakeries,311811,211 N Broadway,Santa Ana,CA,Orange,92701,7145710801,www.blackmarketbakery.com,2.7675805,8.877145,FMP12776,EPA 2023
Blackmarket Bakery SD,Retail Bakeries,311811,4676 30th St,San Diego,CA,San Diego,92116,6196410081,www.blackmarketbakery.com,27.443135,88.02515000000001,FMP32974,EPA 2023
"Blackrock Baker Clo Viii, LLC",Retail Bakeries,311811,2951 28th St Ste 1000,Santa Monica,CA,Los Angeles,90405,,,0.8867430000000001,2.8442700000000003,FMP2077,EPA 2023
Blacksmith Coffee Roasters,Coffee and Tea Manufacturing,311920,458 S Coast Highway 101,Encinitas,CA,San Diego,92024,6264296397,www.ironsmithcoffee.com,3.16569,10.154100000000001,FMP13893,EPA 2023
Blanc Knights Beringer Vly,Wineries,312130,2962 Big Ranch Rd,NAPA,CA,Napa,94558,,,,,FMP39705,EPA 2023
Blanc Vineyards LLC,Wineries,312130,1625 Road 160,Delano,CA,Kern,93215,6617252576,,38.965838500000004,124.98476500000001,FMP34836,EPA 2023
Blas Bakery,Retail Bakeries,311811,225 7th St,Los Banos,CA,Merced,93635,8315248985,,7.2572635000000005,23.278015,FMP19052,EPA 2023
Blas Roman,Retail Bakeries,311811,82301 Odlum Dr,Indio,CA,Riverside,92201,7603222253,www.romanblas.com,1.0806435,3.466215,FMP4987,EPA 2023
Bless Your Heart Spec Baking,Retail Bakeries,311811,1335 Railroad St,Paso Robles,CA,San Luis Obispo,93446,8052274969,www.blessyourheartbaking.com,2.853414,9.152460000000001,FMP13012,EPA 2023
Blessed By Baking,Retail Bakeries,311811,1531 Robyn St,Redlands,CA,San Bernardino,92374,9097149699,,1.9441725,6.236025000000001,FMP9224,EPA 2023
"Blinking Owl Distillery, LLC",Distilleries,312140,210 N Bush St,Santa Ana,CA,Orange,92701,9493704688,www.blinkingowldistillery.com,19.8778355,63.759095,FMP29923,EPA 2023
Bliss Bakery,Retail Bakeries,311811,333 S Alameda St,Los Angeles,CA,Los Angeles,90013,2136170022,,2.7108440000000003,8.695160000000001,FMP12606,EPA 2023
"Bliss Canyon Winery, Inc.",Wineries,312130,27665 Arnold Dr,Sonoma,CA,Sonoma,95476,,www.royalblackcoach.com,9.9987945,32.071605000000005,FMP21665,EPA 2023
Bliss Sweet Cupcake,Commercial Bakeries,311812,1 Sun Valley Mall,Concord,CA,Contra Costa,94520,9253388890,,12.7861705,41.012245,FMP23972,EPA 2023
Bliss Tea & Treats LLC,Retail Bakeries,311811,1033 Boulder Pl,Oceanside,CA,San Diego,92057,8184681616,,12.474133,40.01137,FMP23678,EPA 2023
Blissful Bakery LLC,Retail Bakeries,311811,220 Saint Lucia Way,Lincoln,CA,Placer,95648,,,0.8867430000000001,2.8442700000000003,FMP1694,EPA 2023
Blommer Chocolate Company of California,Chocolate and Confectionery Manufacturing from Cacao Beans,311351,1515 Pacific St,Union City,CA,Alameda,94587,5104714300,www.blommer.com,792.0690205,2540.5987450000002,FMP38630,EPA 2023
Blondies Bakery,Retail Bakeries,311811,3645 Avocado Village CT # 107,La Mesa,CA,San Diego,91941,6194343784,,12.474133,40.01137,FMP23691,EPA 2023
Bloody Gerry LLC,All Other Miscellaneous Food Manufacturing,311999,17 28th Ave APT 307,Venice,CA,Los Angeles,90291,6507594920,www.bloodygerry.com,32.088691,102.92599000000001,FMP33996,EPA 2023
Blossom Bakery LLC,Retail Bakeries,311811,950 Plymouth Ave,San Francisco,CA,San Francisco,94112,4153918088,,19.73826,63.311400000000006,FMP43275,EPA 2023
Blossom Bakery LLC,Retail Bakeries,311811,844 Clement St,San Francisco,CA,San Francisco,94118,4158762727,,,,FMP40400,EPA 2023
Blossom Foods LLC,All Other Miscellaneous Food Manufacturing,311999,2533 Peralta St,Oakland,CA,Alameda,94607,5108933321,www.blossomfoods.com,41.2811435,132.411215,FMP35112,EPA 2023
Blossom Rock Brewing Company,Breweries,312120,8067 Coach Dr,Oakland,CA,Alameda,94605,5108781111,,1.685877,5.40753,FMP7980,EPA 2023
Blossom Sweet Bakery,Retail Bakeries,311811,6122 W Avenue K9,Lancaster,CA,Los Angeles,93536,6619027134,,18.514755,59.386950000000006,FMP28890,EPA 2023
Blossom Valley Foods Inc.,All Other Miscellaneous Food Manufacturing,311999,20 Casey Ln,Gilroy,CA,Santa Clara,95020,4088485520,www.lovepepperplant.com,104.510647,335.22283000000004,FMP36954,EPA 2023
Blu Baker LLC,Retail Bakeries,311811,28160 McBean Pkwy Unit 25,Valencia,CA,Los Angeles,91354,,,0.8867430000000001,2.8442700000000003,FMP2025,EPA 2023
Blue Bridge Global Corporation,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,7186 Lemon Grass Ave,Eastvale,CA,Riverside,92880,6267156245,,2.095514,6.72146,FMP10032,EPA 2023
Blue Cupcake,Commercial Bakeries,311812,1835 N Fairview St,Burbank,CA,Los Angeles,91505,8183311062,,15.4289625,49.489125,FMP26436,EPA 2023
Blue Door Urban Winery,Wineries,312130,4060 Morena Blvd Ste E,San Diego,CA,San Diego,92117,6199933402,www.thebluedoorwinery.com,2.3992835,7.6958150000000005,FMP11407,EPA 2023
Blue Door Winery,Wineries,312130,2840 C St Unit 6,San Diego,CA,San Diego,92102,7607650361,www.thebluedoorwinery.com,15.1133475,48.476775,FMP26143,EPA 2023
Blue Line Bakery LLC,Retail Bakeries,311811,6321 Alderbrook Ln,Bakersfield,CA,Kern,93312,,,7.325183,23.49587,FMP19140,EPA 2023
Blue Plate Bakery LLC,Retail Bakeries,311811,3737 Casa Verde St # 231,San Jose,CA,Santa Clara,95134,,,0.8867430000000001,2.8442700000000003,FMP2382,EPA 2023
Blue Ridge Vineyard,Wineries,312130,3033 Mix Canyon Rd,Vacaville,CA,Solano,95688,7074467035,,1.652805,5.30145,FMP7117,EPA 2023
"Blue Ventures Wine Marketing, LLC",Wineries,312130,295 Country Club Dr,Novato,CA,Marin,94949,4153775645,www.blueventureswinemarketing.com,12.7364035,40.852615,FMP23912,EPA 2023
Bluerock Vineyard LLC,Wineries,312130,24511 Rich Ranch Rd,Cloverdale,CA,Sonoma,95425,7074810867,www.bluerockvineyard.com,,,FMP41518,EPA 2023
"Bluerock Vineyard, LLC",Wineries,312130,75 Spring Ln,Belvedere Tiburon,CA,Marin,94920,4154351946,www.bluerockvineyard.com,25.6108985,82.148165,FMP32394,EPA 2023
"Bluespark Baking, LLC",Retail Bakeries,311811,3220 Rancho Companero,Carlsbad,CA,San Diego,92009,7608155806,,12.474133,40.01137,FMP23688,EPA 2023
Blush Bakery LLC,Retail Bakeries,311811,8357 Terracotta Cir,Elk Grove,CA,Sacramento,95624,,,,,FMP43542,EPA 2023
Bnnie B Sweet,Retail Bakeries,311811,6524 Platt Ave,West Hills,CA,Los Angeles,91307,,,0.8867430000000001,2.8442700000000003,FMP3118,EPA 2023
Boars' View LLC,Wineries,312130,1406 Fair Way,Calistoga,CA,Napa,94515,7079421115,,2.442664,7.834960000000001,FMP11630,EPA 2023
Boba Bar,Soft Drink Manufacturing,312111,82227 US Highway 111 B12,Indio,CA,Riverside,92201,7603427392,,3.18,10.200000000000001,FMP14009,EPA 2023
Boba Bar and Desserts,Ice Cream and Frozen Dessert Manufacturing,311520,11075 Vivaracho Way,San Diego,CA,San Diego,92124,8582771388,,16.7226395,53.63865500000001,FMP27598,EPA 2023
Boba Juicy LLC,Ice Cream and Frozen Dessert Manufacturing,311520,10562 Westminster Ave,Garden Grove,CA,Orange,92843,7144874853,,2.738563,8.78407,FMP12690,EPA 2023
Bobbie Ranney,Commercial Bakeries,311812,1313 Palmetto Ave,Lompoc,CA,Santa Barbara,93436,,,9.783747,31.38183,FMP21433,EPA 2023
Bobbi's Cupcake Creations,Retail Bakeries,311811,2236 Diesel Ave,Santa Maria,CA,Santa Barbara,93458,8052640355,,11.7404805,37.658145000000005,FMP23036,EPA 2023
Bobby Lynch,Retail Bakeries,311811,950 Price St,Pismo Beach,CA,San Luis Obispo,93449,8055563286,,0.8867430000000001,2.8442700000000003,FMP3606,EPA 2023
Bobcat Vineyards LLC,Wineries,312130,2785 W Dry Creek Rd,Healdsburg,CA,Sonoma,95448,7074338402,www.drycreekvalley.org,10.9859195,35.237855,FMP22432,EPA 2023
Bodacious Bundts,Commercial Bakeries,311812,7250 Kenyon Ave,Hesperia,CA,San Bernardino,92345,,,13.953522,44.75658000000001,FMP25084,EPA 2023
"Bodelli Bakery, LLC",Retail Bakeries,311811,1840 Century Park E 17,Los Angeles,CA,Los Angeles,90067,3102478820,,2.0228245,6.488305,FMP9677,EPA 2023
Body Treat,Retail Bakeries,311811,1100 Sir Frncs Drake Blvd,Kentfield,CA,Marin,94904,4152332341,www.bodytreatmedboutique.com,13.312222,42.699580000000005,FMP24554,EPA 2023
"Boeger Winery, Inc.",Wineries,312130,1709 Carson Rd,Placerville,CA,El Dorado,95667,5306228094,www.boegerwinery.com,213.5342705,684.921245,FMP37757,EPA 2023
Boekenoogen Winery,Wineries,312130,33520 Fairview Rd,Soledad,CA,Monterey,93960,8316753549,www.boekenoogenwines.com,30.5718045,98.060505,FMP33707,EPA 2023
Bohemian Revolution Beverage Co,Soft Drink Manufacturing,312111,1901 Newport Blvd Ste 350,Costa Mesa,CA,Orange,92627,6573332872,www.bohemianrev.com,27.9659005,89.70194500000001,FMP33172,EPA 2023
"Boie Esprex, LLC",Soft Drink Manufacturing,312111,3452 Cooper Dr,Santa Clara,CA,Santa Clara,95051,,,15.891970500000001,50.974245,FMP26822,EPA 2023
Boisset Family Estates,Wineries,312130,18000 Old Winery Rd,Sonoma,CA,Sonoma,95476,7079961403,www.buenavistawinery.com,10.9859195,35.237855,FMP22429,EPA 2023
Boiudin Bakery,Retail Bakeries,311811,2890 Taylor St,San Francisco,CA,San Francisco,94133,4157761849,www.boudinbakery.com,,,FMP41716,EPA 2023
"Bon Appatit Crepes, Croissants",Retail Bakeries,311811,202 Woodside Dr,Sonora,CA,Tuolumne,95370,2096948605,,1.1645425,3.7353250000000005,FMP5283,EPA 2023
Bon Mange,Retail Bakeries,311811,857 Marina Village Pkwy,Alameda,CA,Alameda,94501,,,0.8867430000000001,2.8442700000000003,FMP3472,EPA 2023
Bon Niche Cellars,Wineries,312130,2627 Golden Eagle Way,San Miguel,CA,San Luis Obispo,93451,,www.bonniche.com,15.946587000000001,51.14943,FMP26892,EPA 2023
Bon Pastry,Retail Bakeries,311811,5600 Avenida Encinas,Carlsbad,CA,San Diego,92008,7604947512,www.bonpastry.com,0.795,2.5500000000000003,FMP255,EPA 2023
Bon Vivant Market & Cafe Inc.,Retail Bakeries,311811,3155 Glendale Blvd,Los Angeles,CA,Los Angeles,90039,3232848013,www.bonvivantmarketcafe.com,7.4977245,24.049305,FMP19342,EPA 2023
"Bonami French Country Bakery, Inc.",Retail Bakeries,311811,380 E 10th St,Pittsburg,CA,Contra Costa,94565,9254739736,www.bonamibaking.com,15.9827065,51.265285000000006,FMP26938,EPA 2023
Bond Bar,Nonchocolate Confectionery Manufacturing,311340,9103 W 25th St,Los Angeles,CA,Los Angeles,90034,3107339500,,22.6927185,72.787965,FMP31410,EPA 2023
"Bonelli Fine Food, Inc.",Creamery Butter Manufacturing,311512,3525 Del Mar Heights Rd,San Diego,CA,San Diego,92130,6509069896,www.simplysesame.com,46.4906195,149.120855,FMP35443,EPA 2023
"Boneso Vineyards, LLC",Wineries,312130,5040 Mill Rd,Paso Robles,CA,San Luis Obispo,93446,,,15.946587000000001,51.14943,FMP26896,EPA 2023
Bonneau Winery LLC,Wineries,312130,21660 8th St E Ste A,Sonoma,CA,Sonoma,95476,,,2.192398,7.032220000000001,FMP10453,EPA 2023
Bonnie B'S Sweet Beginnings,Retail Bakeries,311811,6524 Platt Ave,West Hills,CA,Los Angeles,91307,8183402236,,1.266647,4.06283,FMP5605,EPA 2023
Bonny Doon Vineyard,Wineries,312130,2125 Delaware Ave Ste E,Santa Cruz,CA,Santa Cruz,95060,,www.bonnydoonvineyard.com,,,FMP41295,EPA 2023
Boo Boo's Sweet Potato Pies LLC,Retail Bakeries,311811,1850 Corte Segundo,Oceanside,CA,San Diego,92056,7602957344,www.booboospies.com,12.474133,40.01137,FMP23682,EPA 2023
Booker Vineyard & Winery,Wineries,312130,2644 Anderson Rd,Paso Robles,CA,San Luis Obispo,93446,8052377367,www.bookerwines.com,21.483921,68.91069,FMP30761,EPA 2023
Booze Hound Meadery LLC,Wineries,312130,116 Estabrook St,San Leandro,CA,Alameda,94577,,,13.164405,42.22545,FMP24323,EPA 2023
Boquillas Baking Company,Retail Bakeries,311811,1414 N Fairfax Ave # 111,West Hollywood,CA,Los Angeles,90046,8188004599,,15.4289625,49.489125,FMP26424,EPA 2023
