name,naics_description,naics_code,address,city,state,county,zip,phone,website,excess_food_low,excess_food_high,unique_id,data_source,latitude,longitude,geocode_status
"Bluerock Vineyard, LLC",Wineries,312130,75 Spring Ln,Belvedere Tiburon,CA,Marin,94920,4154351946,www.bluerockvineyard.com,25.6108985,82.148165,FMP32394,EPA 2023,37.884940298225,-122.466118718405,success
"Bluespark Baking, LLC",Retail Bakeries,311811,3220 Rancho Companero,Carlsbad,CA,San Diego,92009,7608155806,,12.474133,40.01137,FMP23688,EPA 2023,33.125909532102,-117.237306160586,success
Blush Bakery LLC,Retail Bakeries,311811,8357 Terracotta Cir,Elk Grove,CA,Sacramento,95624,,,,,FMP43542,EPA 2023,38.451794350751,-121.364006931161,success
Bnnie B Sweet,Retail Bakeries,311811,6524 Platt Ave,West Hills,CA,Los Angeles,91307,,,0.8867430000000001,2.8442700000000003,FMP3118,EPA 2023,34.188710679027,-118.642608865208,success
Boars' View LLC,Wineries,312130,1406 Fair Way,Calistoga,CA,Napa,94515,7079421115,,2.442664,7.834960000000001,FMP11630,EPA 2023,38.581454993283,-122.580334800325,success
Boba Bar and Desserts,Ice Cream and Frozen Dessert Manufacturing,311520,11075 Vivaracho Way,San Diego,CA,San Diego,92124,8582771388,,16.7226395,53.63865500000001,FMP27598,EPA 2023,32.824307189635,-117.086190477779,success
Boba Juicy LLC,Ice Cream and Frozen Dessert Manufacturing,311520,10562 Westminster Ave,Garden Grove,CA,Orange,92843,7144874853,,2.738563,8.78407,FMP12690,EPA 2023,33.759539419679,-117.945100306953,success
Bobbie Ranney,Commercial Bakeries,311812,1313 Palmetto Ave,Lompoc,CA,Santa Barbara,93436,,,9.783747,31.38183,FMP21433,EPA 2023,34.633264948387,-120.442539592136,success
Bobbi's Cupcake Creations,Retail Bakeries,311811,2236 Diesel Ave,Santa Maria,CA,Santa Barbara,93458,8052640355,,11.7404805,37.658145000000005,FMP23036,EPA 2023,34.98289231837,-120.446807112487,success
Bobby Lynch,Retail Bakeries,311811,950 Price St,Pismo Beach,CA,San Luis Obispo,93449,8055563286,,0.8867430000000001,2.8442700000000003,FMP3606,EPA 2023,35.143130292779,-120.641446308222,success
Bobcat Vineyards LLC,Wineries,312130,2785 W Dry Creek Rd,Healdsburg,CA,Sonoma,95448,7074338402,www.drycreekvalley.org,10.9859195,35.237855,FMP22432,EPA 2023,38.63630092299,-122.908234854933,success
Bodacious Bundts,Commercial Bakeries,311812,7250 Kenyon Ave,Hesperia,CA,San Bernardino,92345,,,13.953522,44.75658000000001,FMP25084,EPA 2023,34.382792862655,-117.28323244742,success
"Bodelli Bakery, LLC",Retail Bakeries,311811,1840 Century Park E 17,Los Angeles,CA,Los Angeles,90067,3102478820,,2.0228245,6.488305,FMP9677,EPA 2023,34.062185636535,-118.415146123364,success
"Boeger Winery, Inc.",Wineries,312130,1709 Carson Rd,Placerville,CA,El Dorado,95667,5306228094,www.boegerwinery.com,213.5342705,684.921245,FMP37757,EPA 2023,38.740587451202,-120.775882983671,success
Bohemian Revolution Beverage Co,Soft Drink Manufacturing,312111,1901 Newport Blvd Ste 350,Costa Mesa,CA,Orange,92627,6573332872,www.bohemianrev.com,27.9659005,89.70194500000001,FMP33172,EPA 2023,33.643854418474,-117.916280286756,success
"Boie Esprex, LLC",Soft Drink Manufacturing,312111,3452 Cooper Dr,Santa Clara,CA,Santa Clara,95051,,,15.891970500000001,50.974245,FMP26822,EPA 2023,37.365307155666,-121.991278541612,success
Boisset Family Estates,Wineries,312130,18000 Old Winery Rd,Sonoma,CA,Sonoma,95476,7079961403,www.buenavistawinery.com,10.9859195,35.237855,FMP22429,EPA 2023,38.299615264157,-122.421983368797,success
Boiudin Bakery,Retail Bakeries,311811,2890 Taylor St,San Francisco,CA,San Francisco,94133,4157761849,www.boudinbakery.com,,,FMP41716,EPA 2023,37.808855670175,-122.415778608617,success
"Bon Appatit Crepes, Croissants",Retail Bakeries,311811,202 Woodside Dr,Sonora,CA,Tuolumne,95370,2096948605,,1.1645425,3.7353250000000005,FMP5283,EPA 2023,37.978276333702,-120.394536699956,success
Bon Mange,Retail Bakeries,311811,857 Marina Village Pkwy,Alameda,CA,Alameda,94501,,,0.8867430000000001,2.8442700000000003,FMP3472,EPA 2023,37.787985748592,-122.276622433858,success
Bon Niche Cellars,Wineries,312130,2627 Golden Eagle Way,San Miguel,CA,San Luis Obispo,93451,,www.bonniche.com,15.946587000000001,51.14943,FMP26892,EPA 2023,35.720206683974,-120.563721279174,success
Bon Vivant Market & Cafe Inc.,Retail Bakeries,311811,3155 Glendale Blvd,Los Angeles,CA,Los Angeles,90039,3232848013,www.bonvivantmarketcafe.com,7.4977245,24.049305,FMP19342,EPA 2023,34.117168933245,-118.262032002094,success
"Bonami French Country Bakery, Inc.",Retail Bakeries,311811,380 E 10th St,Pittsburg,CA,Contra Costa,94565,9254739736,www.bonamibaking.com,15.9827065,51.265285000000006,FMP26938,EPA 2023,38.026992613655,-121.88158128101,success
Bond Bar,Nonchocolate Confectionery Manufacturing,311340,9103 W 25th St,Los Angeles,CA,Los Angeles,90034,3107339500,,22.6927185,72.787965,FMP31410,EPA 2023,34.039337172821,-118.389775056335,success
"Bonelli Fine Food, Inc.",Creamery Butter Manufacturing,311512,3525 Del Mar Heights Rd,San Diego,CA,San Diego,92130,6509069896,www.simplysesame.com,46.4906195,149.120855,FMP35443,EPA 2023,32.955040726389,-117.230824797741,success
"Boneso Vineyards, LLC",Wineries,312130,5040 Mill Rd,Paso Robles,CA,San Luis Obispo,93446,,,15.946587000000001,51.14943,FMP26896,EPA 2023,35.644930509866,-120.609045303687,success
Bonneau Winery LLC,Wineries,312130,21660 8th St E Ste A,Sonoma,CA,Sonoma,95476,,,2.192398,7.032220000000001,FMP10453,EPA 2023,38.260076938899,-122.440371677731,success
Bonnie B'S Sweet Beginnings,Retail Bakeries,311811,6524 Platt Ave,West Hills,CA,Los Angeles,91307,8183402236,,1.266647,4.06283,FMP5605,EPA 2023,34.188710679027,-118.642608865208,success
Bonny Doon Vineyard,Wineries,312130,2125 Delaware Ave Ste E,Santa Cruz,CA,Santa Cruz,95060,,www.bonnydoonvineyard.com,,,FMP41295,EPA 2023,36.955424865522,-122.050094548706,success
Boo Boo's Sweet Potato Pies LLC,Retail Bakeries,311811,1850 Corte Segundo,Oceanside,CA,San Diego,92056,7602957344,www.booboospies.com,12.474133,40.01137,FMP23682,EPA 2023,33.212597748086,-117.283826869428,success
Booker Vineyard & Winery,Wineries,312130,2644 Anderson Rd,Paso Robles,CA,San Luis Obispo,93446,8052377367,www.bookerwines.com,21.483921,68.91069,FMP30761,EPA 2023,35.578260207123,-120.739784095642,success
Booze Hound Meadery LLC,Wineries,312130,116 Estabrook St,San Leandro,CA,Alameda,94577,,,13.164405,42.22545,FMP24323,EPA 2023,37.718333990237,-122.150207105703,success
Boquillas Baking Company,Retail Bakeries,311811,1414 N Fairfax Ave # 111,West Hollywood,CA,Los Angeles,90046,8188004599,,15.4289625,49.489125,FMP26424,EPA 2023,34.096550887886,-118.361470281569,success
Borakai,Retail Bakeries,311811,15870 Soquel Canyon Pkwy G,Chino Hills,CA,San Bernardino,91709,9095977993,,2.6939105,8.640845,FMP12564,EPA 2023,33.963003995732,-117.693372999541,success
"Borden Hills Vineyard, LLC",Wineries,312130,20204 Atkins Rd,Lodi,CA,San Joaquin,95240,,,3.312606,10.625340000000001,FMP14328,EPA 2023,38.170371109182,-121.096449646264,success
Bordenaves,Retail Bakeries,311811,109 Cervantes CT,Cotati,CA,Sonoma,94931,7075365890,www.bordenavesbakery.com,26.854702500000002,86.137725,FMP32848,EPA 2023,38.319509054779,-122.712461472536,success
"Bordigioni Family Winery, LLC",Wineries,312130,6687 Sonoma Hwy,Santa Rosa,CA,Sonoma,95409,7075378007,www.annadelestatewinery.com,10.3955525,33.344225,FMP21932,EPA 2023,38.446514883713,-122.607546131589,success
Borjn Winery,Wineries,312130,11270 Shenandoah Rd,Plymouth,CA,Amador,95669,2092453087,www.borjonwinery.com,7.143499,22.913110000000003,FMP18948,EPA 2023,38.526659106867,-120.814071133481,success
Born 2 Bake,Retail Bakeries,311811,210 Penn St,Ramona,CA,San Diego,92065,7609948312,,17.4637915,56.015935000000006,FMP28165,EPA 2023,33.061405288343,-116.850954881455,success
"Bosatara, LLC",Retail Bakeries,311811,10161 Bolsa Ave Ste 109b,Westminster,CA,Orange,92683,,,24.42399,78.34110000000001,FMP31997,EPA 2023,33.745142667134,-117.95191756052,success
Boss Foods LLC,Retail Bakeries,311811,48 Los Pinos Spur,Nicasio,CA,Marin,94946,,,13.312222,42.699580000000005,FMP24558,EPA 2023,38.036075415186,-122.641814021859,success
"Boss-Rose Cellars, LLC",Wineries,312130,1174 Carrara CT,Livermore,CA,Alameda,94550,4088060613,,21.940675,70.37575000000001,FMP30980,EPA 2023,37.650795109368,-121.785082051981,success
Botanical Bakery LLC,Retail Bakeries,311811,634 Fiora Pl,Fairfield,CA,Solano,94534,7073448103,www.botanicalbakery.com,10.0681185,32.293965,FMP21716,EPA 2023,38.217017631241,-122.151265450549,success
Botanicure Ingredients Inc,Rendering and Meat Byproduct Processing,311613,1260 E Locust St Ste 302,Ontario,CA,San Bernardino,91761,,,1.6530965,5.302385,FMP7242,EPA 2023,34.044789331857,-117.627177299057,success
Bottling Group LLC,Soft Drink Manufacturing,312111,29000 Hesperian Blvd,Hayward,CA,Alameda,94545,5107813723,,8.4661935,27.155715,FMP19199,EPA 2023,37.614244195079,-122.086307842097,success
"Bottling Group, LLC",Soft Drink Manufacturing,312111,1150 E North Ave,Fresno,CA,Fresno,93725,5594855050,www.pepsico.com,,,FMP41560,EPA 2023,36.692363073403,-119.767465790905,success
"Botton, Anea Marie Kamahele",All Other Miscellaneous Food Manufacturing,311999,590 Fano Ln,Sonoma,CA,Sonoma,95476,7073041097,,2.5175,8.075000000000001,FMP11935,EPA 2023,38.300046143337,-122.468724891216,success
"Bouchaine Vineyards, Inc.",Wineries,312130,1075 Buchli Station Rd,NAPA,CA,Napa,94559,7072529065,www.bouchaine.com,79.5,255.00000000000003,FMP36532,EPA 2023,38.223159250105,-122.330938294495,success
"Boudin Holdings, Inc.",Retail Bakeries,311811,1620 E Monte Vista Ave,Vacaville,CA,Solano,95688,7074717240,www.boudinbakery.com,,,FMP40354,EPA 2023,38.367279391143,-121.962940122028,success
"Boudin Holdings, Inc.",Retail Bakeries,311811,2345 Midway Dr,Santa Rosa,CA,Sonoma,95405,7073034100,www.boudinbakery.com,,,FMP40421,EPA 2023,38.446035836977,-122.687519400805,success
"Boudin Holdings, Inc.",Retail Bakeries,311811,1734 Redwood Hwy,Corte Madera,CA,Marin,94925,4157371849,www.boudinbakery.com,,,FMP40891,EPA 2023,37.930162126436,-122.515550668699,success
"Boudin Holdings, Inc.",Retail Bakeries,311811,12 Broadway Ln,Walnut Creek,CA,Contra Costa,94596,9516400638,www.boudinbakery.com,,,FMP40931,EPA 2023,37.895158852545,-122.05797144751,success
"Boudin Holdings, Inc.",Retail Bakeries,311811,3121 Mowry Ave,Fremont,CA,Alameda,94538,5104567640,www.boudinbakery.com,,,FMP40964,EPA 2023,37.55458000316,-121.983694529406,success
"Boudin Holdings, Inc.",Retail Bakeries,311811,170 Ofarrell St,San Francisco,CA,San Francisco,94102,4152964191,www.boudinbakery.com,,,FMP41458,EPA 2023,37.786589329395,-122.407066782707,success
"Boudin Holdings, Inc.",Retail Bakeries,311811,2800 N Main St Unit 1038,Santa Ana,CA,Orange,92705,,www.boudinbakery.com,,,FMP41679,EPA 2023,33.773781504805,-117.867404160427,success
"Boudin Holdings, Inc.",Retail Bakeries,311811,2803 Main St,Irvine,CA,Orange,92614,9492229111,www.boudinbakery.com,,,FMP41686,EPA 2023,33.680717492457,-117.839415821606,success
"Boudin Holdings, Inc.",Retail Bakeries,311811,113 S Las Posas Rd # 112,San Marcos,CA,San Diego,92078,7607611150,www.boudinbakery.com,,,FMP41844,EPA 2023,33.142552823364,-117.191770857026,success
"Boudoir Spirits, Inc.",Distilleries,312140,7197 Boulder Ave Ste 12,Highland,CA,San Bernardino,92346,9097146644,,2.3850000000000002,7.65,FMP11337,EPA 2023,34.123129917941,-117.195473770929,success
Bougetz Cellars,Wineries,312130,1455 Inglewood Ave,Saint Helena,CA,Napa,94574,7073390976,www.bougetzcellars.com,49.566077,158.98553,FMP35604,EPA 2023,38.486182535,-122.451474355208,success
Boule En Paris L.L.C.,Retail Bakeries,311811,10740 Orline CT,Cupertino,CA,Santa Clara,95014,4088238688,,11.262288,36.124320000000004,FMP22673,EPA 2023,37.312255093914,-122.040089913715,success
Bountiful Bakery,Retail Bakeries,311811,3527 N Verdugo Rd,Glendale,CA,Los Angeles,91208,8187958580,,21.6005475,69.28477500000001,FMP30823,EPA 2023,34.202916260951,-118.226612819617,success
Bovino Vineyards LLC,Wineries,312130,5685 El Pomar Dr,Templeton,CA,San Luis Obispo,93465,8052382007,www.bovinovineyards.com,11.959953500000001,38.362115,FMP23217,EPA 2023,35.552067543435,-120.589813367628,success
Bovino Vineyards LLC,Wineries,312130,8415 S Valentine Ave,Fresno,CA,Fresno,93706,,,2.013523,6.45847,FMP9628,EPA 2023,36.613087121544,-119.853805470078,success
Bowker Vineyards,Wineries,312130,2570 Anderson Rd,Paso Robles,CA,San Luis Obispo,93446,,,1.9256225,6.176525000000001,FMP9155,EPA 2023,35.578349968241,-120.741294835054,success
Bowman's Catering,All Other Miscellaneous Food Manufacturing,311999,440 S 9th St,Montague,CA,Siskiyou,96064,5303401695,,16.9706265,54.434085,FMP27785,EPA 2023,41.723113397693,-122.527528936992,success
Boyd Specialties LLC,Meat Processed from Carcasses,311612,1016 E Cooley Dr Ste N,Colton,CA,San Bernardino,92324,9092195120,www.boydspecialties.com,159,510.00000000000006,FMP37459,EPA 2023,34.054542795313,-117.309548607926,success
Brady's Bakery LLC,Retail Bakeries,311811,552 Ivy St,Glendale,CA,Los Angeles,91204,2815433613,www.bradysbakery.com,2.223138,7.130820000000001,FMP10629,EPA 2023,34.145777866029,-118.265403731695,success
"Bragg Vineyards, LLC",Wineries,312130,2020 Cedar St,Calistoga,CA,Napa,94515,,,26.408734,84.70726,FMP32635,EPA 2023,38.581561862906,-122.595796297949,success
Brand NAPA Valley LLC,Wineries,312130,90 Long Ranch Rd,Saint Helena,CA,Napa,94574,7079631199,www.brandnapavalley.com,5.8515445,18.769105,FMP17812,EPA 2023,38.470744783466,-122.359820531223,success
Branded Spirits USA Ltd,Distilleries,312140,500 Sansome St Ste 600,San Francisco,CA,San Francisco,94111,4158135045,www.brandedspiritsusa.com,21.196767,67.98963,FMP30601,EPA 2023,37.794903306251,-122.401428994571,success
Brandini Inc.,Nonchocolate Confectionery Manufacturing,311340,1960 54th St,San Diego,CA,San Diego,92105,,,28.35023,90.9347,FMP33245,EPA 2023,32.725492338567,-117.083472199973,success
Brans Sweet Treats LLC,Retail Bakeries,311811,1960 W Simpson Ave,Fresno,CA,Fresno,93705,,,2.1367745,6.853805,FMP10217,EPA 2023,36.778327563435,-119.834426323185,success
"Brasas Food and Wine Society, LLC",Wineries,312130,4029 Hagen Rd,NAPA,CA,Napa,94558,,www.palmazvineyards.com,2.0479995,6.5690550000000005,FMP9799,EPA 2023,38.322840882008,-122.228907803863,success
Brass Bear Brewing,Breweries,312120,28 Anacapa St Ste E,Santa Barbara,CA,Santa Barbara,93101,8057707651,www.brassbearbrewing.com,37.572071,120.51419000000001,FMP34702,EPA 2023,34.413947746435,-119.688885672483,success
Brasset Cellars LLC,Wineries,312130,420 Hudson St Ste B,Healdsburg,CA,Sonoma,95448,,,2.936624,9.419360000000001,FMP13334,EPA 2023,38.606331672654,-122.862521769811,success
Brasswood,Wineries,312130,3111 Saint Helena Hwy N,Saint Helena,CA,Napa,94574,7073025101,www.brasswood.com,18.532086,59.44254,FMP28909,EPA 2023,38.527758982096,-122.499856616937,success
Bravante Vineyards,Wineries,312130,330 Stone Ridge Rd,Angwin,CA,Napa,94508,7079721114,www.bravantevineyards.com,5.448506,17.47634,FMP17466,EPA 2023,38.565446810153,-122.461346857891,success
"Bravante Vineyards-Fowler, LP",Wineries,312130,2216 W Hyde Ave,Visalia,CA,Tulare,93291,7079652631,,6.48773,20.809700000000003,FMP18266,EPA 2023,36.333248338691,-119.315208214336,success
Brawley Brownies,Retail Bakeries,311811,29605 Solana Way APT L2,Temecula,CA,Riverside,92591,7609606938,,16.1491795,51.799255,FMP27093,EPA 2023,33.515945600528,-117.15044195694,success
Brazuca Bites Corp.,Retail Bakeries,311811,4653 Palo Verde Ave,Lakewood,CA,Los Angeles,90713,6262245384,,1.0729585,3.441565,FMP4917,EPA 2023,33.842305984123,-118.107776483371,success
"Bread & Cie Wholesale, LLC",Commercial Bakeries,311812,4901 Pacific Hwy,San Diego,CA,San Diego,92110,6196881788,www.breadandcie.com,8.241871,26.436190000000003,FMP20019,EPA 2023,32.763608150841,-117.203857767928,success
Bread and Friends LLC,Retail Bakeries,311811,1546 48th Ave,San Francisco,CA,San Francisco,94122,,www.breadsrsly.com,20.9446195,67.18085500000001,FMP30489,EPA 2023,37.757590020216,-122.50780341292,success
Bread Crumbs,Commercial Bakeries,311812,2772 Clearwater St,Los Angeles,CA,Los Angeles,90039,,www.breadcrumbscatering.com,14.8169185,47.52596500000001,FMP25789,EPA 2023,34.106577794261,-118.253657858384,success
Bread Deluxe Bakery,Retail Bakeries,311811,1420 E Plaza Blvd Ste D1,National City,CA,San Diego,91950,6194742624,,7.4844745,24.006805,FMP19316,EPA 2023,32.676757872926,-117.09159060678,success
Bread Srsly LLC,Retail Bakeries,311811,2701 8th St Ste 112,Berkeley,CA,Alameda,94710,6462449553,www.breadsrsly.com,4.028954,12.923060000000001,FMP15754,EPA 2023,37.857193307071,-122.291871825785,success
"Brecon Estate, Inc.",Wineries,312130,7450 Vineyard Dr,Paso Robles,CA,San Luis Obispo,93446,8052392200,www.breconestate.com,21.465,68.85000000000001,FMP30758,EPA 2023,35.596151933743,-120.825598801535,success
Bred For Bread Bakery LLC,Retail Bakeries,311811,41008 Via Halcon,Temecula,CA,Riverside,92591,,,0.8867430000000001,2.8442700000000003,FMP2507,EPA 2023,33.52501283674,-117.11514388898,success
"Brereton Family Vineyard, LLC",Wineries,312130,18580 Lomita Ave,Sonoma,CA,Sonoma,95476,7079339646,,3.2601625,10.457125000000001,FMP14194,EPA 2023,38.312189215107,-122.470513851526,success
"Bressler Vineyards, LLC",Wineries,312130,1891 Vallejo St,Saint Helena,CA,Napa,94574,7079632903,www.bresslervineyards.com,5.213557,16.722730000000002,FMP17222,EPA 2023,38.49218736576,-122.468480771873,success
Brew Bakers,Breweries,312120,209 W Main St,Grass Valley,CA,Nevada,95945,,www.brewbakersgv.com,3.7444235,12.010415,FMP15245,EPA 2023,39.21904853786,-121.063077942046,success
Brew Crafty,Breweries,312120,2313 Bobby Ln,Santa Ana,CA,Orange,92706,,,1.6530965,5.302385,FMP7448,EPA 2023,33.770112992797,-117.900607497366,success
Brew Crew,Breweries,312120,590 Shadowbrook CT,Redlands,CA,San Bernardino,92374,,,22.1805265,71.14508500000001,FMP31106,EPA 2023,34.046031817622,-117.141798150192,success
Brew Rebellion,Breweries,312120,13444 California St,Yucaipa,CA,San Bernardino,92399,9519074844,www.brewrebellion.com,22.1805265,71.14508500000001,FMP31103,EPA 2023,34.009651883222,-117.038905641043,success
Brew Rebellion,Breweries,312120,194 N Leland Norton Way # 1,San Bernardino,CA,San Bernardino,92408,,www.brewrebellion.com,2.0002465,6.415885,FMP9543,EPA 2023,34.102841570747,-117.247541828114,success
Brew Ventures Incorporated,Breweries,312120,447 Grenache Cir,Clayton,CA,Contra Costa,94517,6503618321,,13.751539000000001,44.10871,FMP24918,EPA 2023,37.937336143612,-121.927777744462,success
Brewed NAPA,Wineries,312130,865 Factory Stores Dr,NAPA,CA,Napa,94558,7076374858,www.brewednapa.com,2.105425,6.75325,FMP10069,EPA 2023,38.297286151547,-122.303025672255,success
Brewer Brewer Lofgren LLP,All Other Miscellaneous Food Manufacturing,311999,650 University Ave # 220,Sacramento,CA,Sacramento,95825,9165501482,www.brewerlofgren.com,22.426022500000002,71.932525,FMP31272,EPA 2023,38.567279306991,-121.419173956157,success
Brian Kesanen,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",311514,1151 S Chestnut Ave # 1,Fresno,CA,Fresno,93702,7634479440,www.kesanen.com,1.498098,4.80522,FMP6303,EPA 2023,36.730422664403,-119.736334328503,success
"Brian L. Kraft, Inc.",Cheese Manufacturing,311513,1141 Lynndale Dr,Sacramento,CA,Sacramento,95864,9164878000,,37.8643395,121.451655,FMP34729,EPA 2023,38.58566844188,-121.35911506536,success
Brian Mast & Jennifer Waits Proprietors,Wineries,312130,2912 Diamond St,San Francisco,CA,San Francisco,94131,4154056686,www.waitsmast.com,9.948047,31.908830000000002,FMP21612,EPA 2023,37.733346997226,-122.434277466103,success
"Brick Barn Winery, LLC",Wineries,312130,799 W Highway 246,Buellton,CA,Santa Barbara,93427,8056861208,www.brickbarnwineestate.com,31.910558,102.35462000000001,FMP33956,EPA 2023,34.621312204716,-120.213434609642,success
"Brickstone Group, Inc.",All Other Miscellaneous Food Manufacturing,311999,15425 Antioch St Unit 304,Pacific Palisades,CA,Los Angeles,90272,3109914747,,21.2,68,FMP30611,EPA 2023,34.047355834181,-118.527967690569,success
Bricolage Brands,Wineries,312130,311 San Benito Way,San Francisco,CA,San Francisco,94127,,www.lacunawines.com,2.4142295000000003,7.743755,FMP11468,EPA 2023,37.731411487867,-122.466890986772,success
Bridgford Foods Corporation,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,1308 N Patt St,Anaheim,CA,Orange,92801,7145265533,www.bridgford.com,5246.205,16827.45,FMP40945,EPA 2023,33.852761751404,-117.915404141896,success
Bridlewood Winery LLC,Wineries,312130,3555 Roblar Ave,Santa Ynez,CA,Santa Barbara,93460,8056889000,www.bridlewoodestatewinery.com,75.4729275,242.082975,FMP36442,EPA 2023,34.650157496722,-120.084342452714,success
"Bright People Foods, Inc.",Spice and Extract Manufacturing,311942,1640 Tide CT,Woodland,CA,Yolo,95776,5306696870,www.rightfoods.com,172.069641,551.9214900000001,FMP37535,EPA 2023,38.680891533237,-121.745791487451,success
Brio Bake Shop,Retail Bakeries,311811,2404 E Main St,Ventura,CA,Ventura,93003,8056412404,www.briocafeventura.com,3.756428,12.04892,FMP15262,EPA 2023,34.275837270038,-119.263998575199,success
Brioche De Paris LLC,Retail Bakeries,311811,1421 Locust St,Walnut Creek,CA,Contra Costa,94596,,,22.375805,71.77145,FMP31233,EPA 2023,37.899093865543,-122.062174103113,success
Brion Scott Baker,Retail Bakeries,311811,6802 Oxford Dr,Huntington Beach,CA,Orange,92647,7148932266,,20.934841,67.14949,FMP30472,EPA 2023,33.742232537786,-118.010018676512,success
Brison Family Jerky,Meat Processed from Carcasses,311612,2419 S Taylor Pl,Ontario,CA,San Bernardino,91761,9096388050,,4.228764,13.563960000000002,FMP16031,EPA 2023,34.029495648646,-117.638819398407,success
Bristol Farms,Perishable Prepared Food Manufacturing,311991,915 E 230th St,Carson,CA,Los Angeles,90745,3102334700,www.bristolfarms.com,2526.5252905,8103.949045,FMP39067,EPA 2023,33.817261546154,-118.258716910643,success
"Broc Cellars, LLC",Wineries,312130,1300 5th St,Berkeley,CA,Alameda,94710,4157285012,www.broccellars.com,16.2061545,51.982005,FMP27162,EPA 2023,37.878999440732,-122.302578359769,success
Brochelle Vineyards,Wineries,312130,1625 Valley Quail Pl,Paso Robles,CA,San Luis Obispo,93446,8052268227,www.brochelle.com,6.0231585,19.319565,FMP17943,EPA 2023,35.675614720784,-120.723761234278,success
"Broderick Is A Community, Not A Gang",Retail Bakeries,311811,2217 Michigan Blvd,West Sacramento,CA,Yolo,95691,,,1.0729585,3.441565,FMP4888,EPA 2023,38.583226752867,-121.538539203963,success
Broken Earth Winery,Wineries,312130,5625 E Highway 46,Paso Robles,CA,San Luis Obispo,93446,8052392562,www.brokenearthwinery.com,35.683681,114.45709000000001,FMP31850,EPA 2023,35.659177989634,-120.580677392958,success
Bronco Wine,Wineries,312130,645 Devlin Rd,NAPA,CA,Napa,94558,7072654400,www.broncowines.com,26.408734,84.70726,FMP32659,EPA 2023,38.223265130573,-122.262597665538,success
Brooklyn West Winery,Wineries,312130,201 3rd St Ste 102,Oakland,CA,Alameda,94607,5108797763,www.brooklynwestwinery.com,3.4415285,11.038865000000001,FMP14602,EPA 2023,37.794352737352,-122.270110290635,success
"Brooks Note Wines, LLC",Wineries,312130,4 Juanita Ave,Mill Valley,CA,Marin,94941,4156378106,www.brooksnotewinery.com,26.521465,85.06885000000001,FMP32772,EPA 2023,37.90117533999,-122.533085195527,success
"Brookside Winery, LLC",Wineries,312130,2121 5th Ave Ste 207,San Diego,CA,San Diego,92101,6195401986,www.gen7wines.com,2.4742255,7.9361950000000006,FMP11752,EPA 2023,32.727455554507,-117.160187777381,success
Brother Bru Bru's,All Other Miscellaneous Food Manufacturing,311999,5702 Lemp Ave,North Hollywood,CA,Los Angeles,91601,4242061990,www.brobrubru.com,5.9696285,19.147865000000003,FMP17908,EPA 2023,34.17405919774,-118.384397525972,success
Brothers Bakery,Retail Bakeries,311811,16501 Ventura Blvd # 400,Encino,CA,Los Angeles,91436,8183315870,www.brothers-bakery.com,2.027674,6.50386,FMP9694,EPA 2023,34.157634896262,-118.492402490592,success
Brothers International Desserts,Ice Cream and Frozen Dessert Manufacturing,311520,3400 W Segerstrom Ave,Santa Ana,CA,Orange,92704,9496550080,www.brothersdesserts.com,811.9032105,2604.217845,FMP38645,EPA 2023,33.708438868275,-117.913921271592,success
Brouwerij West,Breweries,312120,110 E 22nd St,San Pedro,CA,Los Angeles,90731,9083912599,www.brouwerijwest.com,4.6802445,15.012105000000002,FMP16640,EPA 2023,33.726056979958,-118.278697879694,success
Brown Bag Products Inc.,All Other Miscellaneous Food Manufacturing,311999,40 Lexington Way,Trabuco Canyon,CA,Orange,92679,9497665056,,9.656838500000001,30.974765,FMP21334,EPA 2023,33.606276124859,-117.580842882018,success
Brown Cow Vineyards,Wineries,312130,938 Walnut Dr,Paso Robles,CA,San Luis Obispo,93446,8054233155,,19.933247,63.93683000000001,FMP29968,EPA 2023,35.633137226788,-120.664122238469,success
"Brown Estate Vineyards, LLC",Wineries,312130,3233 Sage Canyon Rd,Saint Helena,CA,Napa,94574,7079632435,www.brownestate.com,26.8922265,86.25808500000001,FMP42426,EPA 2023,38.506777377697,-122.276865232077,success
"Brown Estate Vineyards, LLC",Wineries,312130,48 Gold St,San Francisco,CA,San Francisco,94133,3103136855,www.brownestate.com,,,FMP32866,EPA 2023,37.79680059861,-122.402997819825,success
"Brownie Bite Fundraiser, Inc.",Retail Bakeries,311811,27890 Clinton Keith Rd,Murrieta,CA,Riverside,92562,7606796977,www.browniefundraiser.com,4.3150745,13.840805000000001,FMP16156,EPA 2023,33.59890643181,-117.176229101186,success
Bruise Bomb,Retail Bakeries,311811,3950 Ohio St Unit 304,San Diego,CA,San Diego,92104,6197369262,,1.0729585,3.441565,FMP4905,EPA 2023,32.749420158654,-117.128983547609,success
Brut Bottling LLC,Wineries,312130,1099 La Grande Ave,NAPA,CA,Napa,94558,7072656293,www.brutbottling.com,2.611522,8.37658,FMP12235,EPA 2023,38.334721571439,-122.249111343364,success
"Bruzzone Family Vineyards, LLC",Wineries,312130,100 Enterprise Way C10,Scotts Valley,CA,Santa Cruz,95066,8313320909,www.bruzzonevineyards.com,8.565436,27.474040000000002,FMP20338,EPA 2023,37.063422072108,-122.002703408342,success
